INSERT INTO CUSTOMERS VALUES (customer_id,person_id,'name',zipcode);
INSERT INTO CUSTOMERS VALUES (5386,1206,'Jørgensen',516);
INSERT INTO CUSTOMERS VALUES (5614,1207,'Minh',942);
INSERT INTO CUSTOMERS VALUES (2199023255794,1208,'Wei',494);
INSERT INTO CUSTOMERS VALUES (2199023256850,1209,'Khan',787);
INSERT INTO CUSTOMERS VALUES (2199023257372,1210,'Wang',383);
INSERT INTO CUSTOMERS VALUES (2199023257788,1211,'Murray',1328);
INSERT INTO CUSTOMERS VALUES (2199023259142,1212,'Alvarez',517);
INSERT INTO CUSTOMERS VALUES (2199023259631,1213,'Zhu',429);
INSERT INTO CUSTOMERS VALUES (2199023259774,1214,'Berman',843);
INSERT INTO CUSTOMERS VALUES (2199023265885,1215,'Parra',1055);
INSERT INTO CUSTOMERS VALUES (2199023266038,1216,'Doan',936);
INSERT INTO CUSTOMERS VALUES (4398046511315,1217,'Angello',1140);
INSERT INTO CUSTOMERS VALUES (4398046512151,1218,'Carter',890);
INSERT INTO CUSTOMERS VALUES (4398046514979,1219,'Brown',897);
INSERT INTO CUSTOMERS VALUES (4398046517230,1220,'Omar',1207);
INSERT INTO CUSTOMERS VALUES (4398046521455,1221,'Zhang',487);
INSERT INTO CUSTOMERS VALUES (4398046522004,1222,'Zhang',358);
INSERT INTO CUSTOMERS VALUES (6597069766749,1223,'Bernal',976);
INSERT INTO CUSTOMERS VALUES (8796093025419,1224,'Zhao',366);
INSERT INTO CUSTOMERS VALUES (8796093026372,1225,'Zhang',429);
INSERT INTO CUSTOMERS VALUES (8796093027258,1226,'Wei',397);
INSERT INTO CUSTOMERS VALUES (10995116277761,1227,'Alkaios',1147);
INSERT INTO CUSTOMERS VALUES (10995116278793,1228,'Xu',315);
INSERT INTO CUSTOMERS VALUES (10995116279293,1229,'Jones',897);
INSERT INTO CUSTOMERS VALUES (10995116282450,1230,'Hoffmann',619);
INSERT INTO CUSTOMERS VALUES (10995116283710,1231,'Schmidt',623);
INSERT INTO CUSTOMERS VALUES (10995116284436,1232,'Li',326);
INSERT INTO CUSTOMERS VALUES (10995116284527,1233,'Rodriguez',1073);
INSERT INTO CUSTOMERS VALUES (10995116285591,1234,'Escobar',1068);
INSERT INTO CUSTOMERS VALUES (10995116287685,1235,'Szabo',1154);
INSERT INTO CUSTOMERS VALUES (10995116288045,1236,'Yang',1299);
INSERT INTO CUSTOMERS VALUES (13194139542493,1237,'Nath',1031);
INSERT INTO CUSTOMERS VALUES (13194139544248,1238,'Kaczmarek',1285);
INSERT INTO CUSTOMERS VALUES (15393162792513,1239,'Zhang',475);
INSERT INTO CUSTOMERS VALUES (15393162797931,1240,'Reyes',826);
INSERT INTO CUSTOMERS VALUES (15393162799295,1241,'Wilson',882);
INSERT INTO CUSTOMERS VALUES (17592186044447,1242,'Richter',605);
INSERT INTO CUSTOMERS VALUES (17592186048754,1243,'Delanoë',1396);
INSERT INTO CUSTOMERS VALUES (17592186052398,1244,'Santos',1295);
INSERT INTO CUSTOMERS VALUES (19791209300018,1245,'Lin',1301);
INSERT INTO CUSTOMERS VALUES (19791209300157,1246,'Chen',484);
INSERT INTO CUSTOMERS VALUES (19791209300678,1247,'Chen',1301);
INSERT INTO CUSTOMERS VALUES (19791209303005,1248,'Xu',375);
INSERT INTO CUSTOMERS VALUES (19791209303187,1249,'Tavares',1289);
INSERT INTO CUSTOMERS VALUES (19791209303343,1250,'Yang',1337);
INSERT INTO CUSTOMERS VALUES (19791209303912,1251,'Antonio',508);
INSERT INTO CUSTOMERS VALUES (19791209306802,1252,'Sumac',1274);
INSERT INTO CUSTOMERS VALUES (19791209307872,1253,'Tembo',1449);
INSERT INTO CUSTOMERS VALUES (21990232556167,1254,'Gerima',1119);
INSERT INTO CUSTOMERS VALUES (21990232556731,1255,'Zhang',322);
INSERT INTO CUSTOMERS VALUES (21990232557843,1256,'Williams',1112);
INSERT INTO CUSTOMERS VALUES (21990232558007,1257,'Cao',336);
INSERT INTO CUSTOMERS VALUES (21990232559528,1258,'Cardinale',1401);
INSERT INTO CUSTOMERS VALUES (21990232560475,1259,'Li',377);
INSERT INTO CUSTOMERS VALUES (21990232560509,1260,'Wang',341);
INSERT INTO CUSTOMERS VALUES (21990232561165,1261,'Yang',476);
INSERT INTO CUSTOMERS VALUES (21990232562054,1262,'Zhang',372);
INSERT INTO CUSTOMERS VALUES (21990232563770,1263,'Liu',482);
INSERT INTO CUSTOMERS VALUES (21990232565344,1264,'Jones',873);
INSERT INTO CUSTOMERS VALUES (21990232565399,1265,'Khan',765);
INSERT INTO CUSTOMERS VALUES (24189255812092,1266,'Yang',310);
INSERT INTO CUSTOMERS VALUES (24189255815637,1267,'Schmidt',622);
INSERT INTO CUSTOMERS VALUES (24189255818081,1268,'Budjana',665);
INSERT INTO CUSTOMERS VALUES (24189255818562,1269,'Zhang',392);
INSERT INTO CUSTOMERS VALUES (24189255821235,1270,'Qureshi',755);
INSERT INTO CUSTOMERS VALUES (24189255821571,1271,'Zhou',404);
INSERT INTO CUSTOMERS VALUES (26388279068505,1272,'Watson',983);
INSERT INTO CUSTOMERS VALUES (26388279068524,1273,'Redl',1082);
INSERT INTO CUSTOMERS VALUES (26388279068664,1274,'Becker',614);
INSERT INTO CUSTOMERS VALUES (26388279069731,1275,'Abascal',742);
INSERT INTO CUSTOMERS VALUES (26388279072833,1276,'Wang',450);
INSERT INTO CUSTOMERS VALUES (26388279073831,1277,'Liu',347);
INSERT INTO CUSTOMERS VALUES (26388279076716,1278,'Santos',567);
INSERT INTO CUSTOMERS VALUES (28587302324480,1279,'Hoffmann',628);
INSERT INTO CUSTOMERS VALUES (28587302324808,1280,'Omonga',1099);
INSERT INTO CUSTOMERS VALUES (28587302328436,1281,'Peretz',1236);
INSERT INTO CUSTOMERS VALUES (28587302328695,1282,'Li',469);
INSERT INTO CUSTOMERS VALUES (28587302328935,1283,'Lei',498);
INSERT INTO CUSTOMERS VALUES (28587302330848,1284,'Donati',1168);
INSERT INTO CUSTOMERS VALUES (28587302330858,1285,'Wang',408);
INSERT INTO CUSTOMERS VALUES (28587302331217,1286,'Davis',903);
INSERT INTO CUSTOMERS VALUES (28587302331336,1287,'Goma',1223);
INSERT INTO CUSTOMERS VALUES (30786325578045,1288,'Lambo',1262);
INSERT INTO CUSTOMERS VALUES (30786325578572,1289,'Ho',936);
INSERT INTO CUSTOMERS VALUES (30786325582724,1290,'Berman',835);
INSERT INTO CUSTOMERS VALUES (30786325584829,1291,'Bauer',631);
INSERT INTO CUSTOMERS VALUES (30786325585451,1292,'Kunda',1446);
INSERT INTO CUSTOMERS VALUES (30786325586883,1293,'Li',322);
INSERT INTO CUSTOMERS VALUES (30786325587610,1294,'Gonzalez',721);
INSERT INTO CUSTOMERS VALUES (32985348833614,1295,'Ha',922);
INSERT INTO CUSTOMERS VALUES (32985348836602,1296,'Atem',1048);
INSERT INTO CUSTOMERS VALUES (32985348837782,1297,'Merton',1014);
INSERT INTO CUSTOMERS VALUES (32985348838226,1298,'Bravo',719);
INSERT INTO CUSTOMERS VALUES (32985348839162,1299,'Hoang',924);
INSERT INTO CUSTOMERS VALUES (32985348842552,1300,'Flizzow',1214);
INSERT INTO CUSTOMERS VALUES (32985348844092,1301,'Zhang',404);
INSERT INTO CUSTOMERS VALUES (120,1302,'Jong',1248);
INSERT INTO CUSTOMERS VALUES (810,1303,'Liu',336);
INSERT INTO CUSTOMERS VALUES (2240,1304,'Davis',877);
INSERT INTO CUSTOMERS VALUES (10526,1305,'Ak',1404);
INSERT INTO CUSTOMERS VALUES (2199023257808,1306,'Sovath',1034);
INSERT INTO CUSTOMERS VALUES (2199023265241,1307,'Blanc',1133);
INSERT INTO CUSTOMERS VALUES (2199023266125,1308,'Ivanov',857);
INSERT INTO CUSTOMERS VALUES (4398046512046,1309,'Garcia',796);
INSERT INTO CUSTOMERS VALUES (4398046513995,1310,'Zhu',310);
INSERT INTO CUSTOMERS VALUES (4398046520713,1311,'Wang',355);
INSERT INTO CUSTOMERS VALUES (4398046521022,1312,'Yang',342);
INSERT INTO CUSTOMERS VALUES (6597069766871,1313,'Bombo',1238);
INSERT INTO CUSTOMERS VALUES (6597069767404,1314,'Sisamouth',1033);
INSERT INTO CUSTOMERS VALUES (6597069768801,1315,'Chihab',1229);
INSERT INTO CUSTOMERS VALUES (6597069769974,1316,'Levy',523);
INSERT INTO CUSTOMERS VALUES (6597069770336,1317,'Bravo',718);
INSERT INTO CUSTOMERS VALUES (6597069771236,1318,'Zhao',427);
INSERT INTO CUSTOMERS VALUES (6597069771621,1319,'Liu',342);
INSERT INTO CUSTOMERS VALUES (6597069772576,1320,'Antoniou',1144);
INSERT INTO CUSTOMERS VALUES (6597069772577,1321,'Schmidt',632);
INSERT INTO CUSTOMERS VALUES (6597069773378,1322,'Ellis',1425);
INSERT INTO CUSTOMERS VALUES (6597069776032,1323,'Negga',1128);
INSERT INTO CUSTOMERS VALUES (6597069777370,1324,'Adhia',1378);
INSERT INTO CUSTOMERS VALUES (8796093026355,1325,'Gonzalez',1053);
INSERT INTO CUSTOMERS VALUES (8796093027578,1326,'Kobayashi',682);
INSERT INTO CUSTOMERS VALUES (8796093029613,1327,'Tekin',1407);
INSERT INTO CUSTOMERS VALUES (10995116278418,1328,'Zhang',490);
INSERT INTO CUSTOMERS VALUES (10995116278737,1329,'Choi',1340);
INSERT INTO CUSTOMERS VALUES (10995116279256,1330,'Zhang',401);
INSERT INTO CUSTOMERS VALUES (10995116280554,1331,'Suzuki',693);
INSERT INTO CUSTOMERS VALUES (10995116288242,1332,'Chavez',1433);
INSERT INTO CUSTOMERS VALUES (13194139534106,1333,'Zheng',410);
INSERT INTO CUSTOMERS VALUES (13194139534706,1334,'Li',353);
INSERT INTO CUSTOMERS VALUES (13194139535853,1335,'Schmidt',611);
INSERT INTO CUSTOMERS VALUES (13194139535863,1336,'Li',473);
INSERT INTO CUSTOMERS VALUES (13194139538807,1337,'Souza',569);
INSERT INTO CUSTOMERS VALUES (13194139540230,1338,'Chen',428);
INSERT INTO CUSTOMERS VALUES (15393162789259,1339,'Araujo',582);
INSERT INTO CUSTOMERS VALUES (15393162790773,1340,'Li',389);
INSERT INTO CUSTOMERS VALUES (15393162791289,1341,'Han',1333);
INSERT INTO CUSTOMERS VALUES (15393162792600,1342,'Shin',1338);
INSERT INTO CUSTOMERS VALUES (15393162792627,1343,'Lee',1335);
INSERT INTO CUSTOMERS VALUES (15393162794143,1344,'Yang',439);
INSERT INTO CUSTOMERS VALUES (15393162796066,1345,'Law-Yone',1012);
INSERT INTO CUSTOMERS VALUES (17592186044802,1346,'Wong',522);
INSERT INTO CUSTOMERS VALUES (17592186049421,1347,'Suzuki',675);
INSERT INTO CUSTOMERS VALUES (17592186050097,1348,'Engel',625);
INSERT INTO CUSTOMERS VALUES (17592186051845,1349,'Lesmana',658);
INSERT INTO CUSTOMERS VALUES (17592186053328,1350,'Giannopoulos',1138);
INSERT INTO CUSTOMERS VALUES (19791209300571,1351,'Ito',703);
INSERT INTO CUSTOMERS VALUES (19791209302308,1352,'Zhang',315);
INSERT INTO CUSTOMERS VALUES (19791209303420,1353,'Alhouthi',1437);
INSERT INTO CUSTOMERS VALUES (19791209306694,1354,'Aubakirov',1186);
INSERT INTO CUSTOMERS VALUES (19791209309853,1355,'Price',1017);
INSERT INTO CUSTOMERS VALUES (21990232555828,1356,'Muller',605);
INSERT INTO CUSTOMERS VALUES (21990232558180,1357,'Xu',384);
INSERT INTO CUSTOMERS VALUES (21990232560074,1358,'Wei',343);
INSERT INTO CUSTOMERS VALUES (21990232566432,1359,'Balawan',660);
INSERT INTO CUSTOMERS VALUES (24189255812558,1360,'Kolessov',1180);
INSERT INTO CUSTOMERS VALUES (24189255814586,1361,'Ali',1158);
INSERT INTO CUSTOMERS VALUES (24189255818495,1362,'Karizi',957);
INSERT INTO CUSTOMERS VALUES (26388279067696,1363,'Nyambe, Mulenga',1444);
INSERT INTO CUSTOMERS VALUES (26388279070435,1364,'Araya',1055);
INSERT INTO CUSTOMERS VALUES (26388279071711,1365,'Lima',561);
INSERT INTO CUSTOMERS VALUES (26388279071983,1366,'Smith',882);
INSERT INTO CUSTOMERS VALUES (26388279072771,1367,'Antono',653);
INSERT INTO CUSTOMERS VALUES (26388279073636,1368,'Garcia',724);
INSERT INTO CUSTOMERS VALUES (26388279076137,1369,'Brown',1425);
INSERT INTO CUSTOMERS VALUES (28587302322360,1370,'Ho',945);
INSERT INTO CUSTOMERS VALUES (28587302325827,1371,'Li',470);
INSERT INTO CUSTOMERS VALUES (28587302326760,1372,'Mamo',1119);
INSERT INTO CUSTOMERS VALUES (28587302327421,1373,'Wei',332);
INSERT INTO CUSTOMERS VALUES (28587302328111,1374,'Zhang',488);
INSERT INTO CUSTOMERS VALUES (28587302331328,1375,'He',359);
INSERT INTO CUSTOMERS VALUES (28587302331699,1376,'Chen',313);
INSERT INTO CUSTOMERS VALUES (28587302332261,1377,'Price',1010);
INSERT INTO CUSTOMERS VALUES (30786325578965,1378,'Hsu',1303);
INSERT INTO CUSTOMERS VALUES (30786325579945,1379,'Akongo',1043);
INSERT INTO CUSTOMERS VALUES (30786325580909,1380,'Yamada',684);
INSERT INTO CUSTOMERS VALUES (30786325584991,1381,'Gusev',860);
INSERT INTO CUSTOMERS VALUES (32985348836170,1382,'Ashrafi',959);
INSERT INTO CUSTOMERS VALUES (32985348836935,1383,'Haarhoff',1445);
INSERT INTO CUSTOMERS VALUES (32985348837014,1384,'Baloch',777);
INSERT INTO CUSTOMERS VALUES (32985348837523,1385,'Carias, Andino',521);
INSERT INTO CUSTOMERS VALUES (32985348838673,1386,'Xu',488);
INSERT INTO CUSTOMERS VALUES (32985348841164,1387,'Boulanger',1306);
INSERT INTO CUSTOMERS VALUES (32985348842000,1388,'Simon',1203);
INSERT INTO CUSTOMERS VALUES (32985348842689,1389,'Iranzi',545);
INSERT INTO CUSTOMERS VALUES (32985348844040,1390,'Zhou',441);
INSERT INTO CUSTOMERS VALUES (35184372096765,1391,'Li',321);
INSERT INTO CUSTOMERS VALUES (35184372099378,1392,'Amarttayakul',1385);
INSERT INTO CUSTOMERS VALUES (1003,1393,'Chen',1216);
INSERT INTO CUSTOMERS VALUES (4942,1394,'Manyatsi',550);
INSERT INTO CUSTOMERS VALUES (5669,1395,'Frank',599);
INSERT INTO CUSTOMERS VALUES (7585,1396,'Ciesla',1284);
INSERT INTO CUSTOMERS VALUES (2199023255748,1397,'Kiss',1151);
INSERT INTO CUSTOMERS VALUES (2199023256420,1398,'Li',333);
INSERT INTO CUSTOMERS VALUES (2199023257957,1399,'Cheng',1297);
INSERT INTO CUSTOMERS VALUES (2199023265310,1400,'Zhang',490);
INSERT INTO CUSTOMERS VALUES (2199023265316,1401,'Herzigová',1086);
INSERT INTO CUSTOMERS VALUES (4398046511915,1402,'Gonzales',805);
INSERT INTO CUSTOMERS VALUES (4398046512207,1403,'Ayhan',1410);
INSERT INTO CUSTOMERS VALUES (4398046512774,1404,'Alves',568);
INSERT INTO CUSTOMERS VALUES (4398046514297,1405,'Wilson',1021);
INSERT INTO CUSTOMERS VALUES (4398046514435,1406,'Kovacs',1308);
INSERT INTO CUSTOMERS VALUES (4398046514662,1407,'Nys',1008);
INSERT INTO CUSTOMERS VALUES (4398046517004,1408,'Zhang',463);
INSERT INTO CUSTOMERS VALUES (4398046517467,1409,'Kobayashi',704);
INSERT INTO CUSTOMERS VALUES (4398046519064,1410,'Ferrer',965);
INSERT INTO CUSTOMERS VALUES (4398046520346,1411,'Li',493);
INSERT INTO CUSTOMERS VALUES (6597069769993,1412,'Becker',613);
INSERT INTO CUSTOMERS VALUES (6597069771968,1413,'Zhang',431);
INSERT INTO CUSTOMERS VALUES (6597069774097,1414,'Smith',1025);
INSERT INTO CUSTOMERS VALUES (6597069776099,1415,'Muller',622);
INSERT INTO CUSTOMERS VALUES (8796093022790,1416,'Reyes',796);
INSERT INTO CUSTOMERS VALUES (8796093023726,1417,'He',376);
INSERT INTO CUSTOMERS VALUES (8796093025763,1418,'Wei',362);
INSERT INTO CUSTOMERS VALUES (8796093026649,1419,'Budjana',638);
INSERT INTO CUSTOMERS VALUES (8796093027528,1420,'Zhu',457);
INSERT INTO CUSTOMERS VALUES (8796093027670,1421,'Lambo',1264);
INSERT INTO CUSTOMERS VALUES (8796093029761,1422,'Li',428);
INSERT INTO CUSTOMERS VALUES (8796093031965,1423,'Yan',450);
INSERT INTO CUSTOMERS VALUES (10995116278593,1424,'Bologan',1219);
INSERT INTO CUSTOMERS VALUES (10995116281617,1425,'Bacsó',548);
INSERT INTO CUSTOMERS VALUES (10995116281711,1426,'Zhang',390);
INSERT INTO CUSTOMERS VALUES (10995116282135,1427,'Loan',933);
INSERT INTO CUSTOMERS VALUES (10995116283921,1428,'Ben-Shlomo',1442);
INSERT INTO CUSTOMERS VALUES (10995116284216,1429,'Yang',1297);
INSERT INTO CUSTOMERS VALUES (10995116286092,1430,'Miller',1023);
INSERT INTO CUSTOMERS VALUES (10995116286670,1431,'Baya',1398);
INSERT INTO CUSTOMERS VALUES (13194139534051,1432,'Malik',782);
INSERT INTO CUSTOMERS VALUES (13194139534256,1433,'Hoffmann',617);
INSERT INTO CUSTOMERS VALUES (13194139535973,1434,'Williams',909);
INSERT INTO CUSTOMERS VALUES (13194139536448,1435,'Basnet',1238);
INSERT INTO CUSTOMERS VALUES (13194139536813,1436,'Basov',847);
INSERT INTO CUSTOMERS VALUES (13194139536855,1437,'Kim',1339);
INSERT INTO CUSTOMERS VALUES (13194139537471,1438,'Garcia',810);
INSERT INTO CUSTOMERS VALUES (13194139539331,1439,'Wang',430);
INSERT INTO CUSTOMERS VALUES (13194139540122,1440,'Garcia',808);
INSERT INTO CUSTOMERS VALUES (13194139543057,1441,'Li',375);
INSERT INTO CUSTOMERS VALUES (13194139543288,1442,'Adhia',1374);
INSERT INTO CUSTOMERS VALUES (13194139543732,1443,'Zhou',430);
INSERT INTO CUSTOMERS VALUES (15393162789281,1444,'Li',315);
INSERT INTO CUSTOMERS VALUES (15393162790817,1445,'Li',465);
INSERT INTO CUSTOMERS VALUES (15393162793825,1446,'Achiou',960);
INSERT INTO CUSTOMERS VALUES (15393162798474,1447,'Jones',904);
INSERT INTO CUSTOMERS VALUES (15393162799529,1448,'Bologan',1217);
INSERT INTO CUSTOMERS VALUES (17592186044894,1449,'Makarova',835);
INSERT INTO CUSTOMERS VALUES (17592186047459,1450,'Wang',312);
INSERT INTO CUSTOMERS VALUES (17592186051351,1451,'Perera',1353);
INSERT INTO CUSTOMERS VALUES (17592186052840,1452,'Yang',457);
INSERT INTO CUSTOMERS VALUES (17592186054639,1453,'Han',362);
INSERT INTO CUSTOMERS VALUES (17592186055058,1454,'Muller',610);
INSERT INTO CUSTOMERS VALUES (19791209300037,1455,'Sato',695);
INSERT INTO CUSTOMERS VALUES (19791209300274,1456,'Zhang',426);
INSERT INTO CUSTOMERS VALUES (19791209301472,1457,'Araa',957);
INSERT INTO CUSTOMERS VALUES (19791209303221,1458,'Zhang',394);
INSERT INTO CUSTOMERS VALUES (19791209304618,1459,'Zhou',406);
INSERT INTO CUSTOMERS VALUES (19791209305277,1460,'Abouba',1258);
INSERT INTO CUSTOMERS VALUES (19791209307584,1461,'Zhao',400);
INSERT INTO CUSTOMERS VALUES (19791209308155,1462,'Macdonald',1021);
INSERT INTO CUSTOMERS VALUES (21990232557011,1463,'Fulton',537);
INSERT INTO CUSTOMERS VALUES (21990232557950,1464,'Lederer',1085);
INSERT INTO CUSTOMERS VALUES (21990232558843,1465,'Kaminski',1279);
INSERT INTO CUSTOMERS VALUES (21990232560959,1466,'Yang',385);
INSERT INTO CUSTOMERS VALUES (21990232562226,1467,'Colombo',1168);
INSERT INTO CUSTOMERS VALUES (21990232562443,1468,'Hernandez',746);
INSERT INTO CUSTOMERS VALUES (21990232565591,1469,'Yang',452);
INSERT INTO CUSTOMERS VALUES (24189255811729,1470,'Nascimento',591);
INSERT INTO CUSTOMERS VALUES (24189255812305,1471,'Hassan',1102);
INSERT INTO CUSTOMERS VALUES (24189255813781,1472,'Hubaishi',1440);
INSERT INTO CUSTOMERS VALUES (24189255818905,1473,'Munro',1019);
INSERT INTO CUSTOMERS VALUES (24189255819321,1474,'Tchami',1044);
INSERT INTO CUSTOMERS VALUES (24189255820768,1475,'Djibo',1257);
INSERT INTO CUSTOMERS VALUES (26388279066684,1476,'Becker',634);
INSERT INTO CUSTOMERS VALUES (26388279067654,1477,'Amador',511);
INSERT INTO CUSTOMERS VALUES (26388279070699,1478,'Johnson',889);
INSERT INTO CUSTOMERS VALUES (26388279071511,1479,'Alvarez',1428);
INSERT INTO CUSTOMERS VALUES (26388279072738,1480,'Li',367);
INSERT INTO CUSTOMERS VALUES (26388279074907,1481,'Balog',1149);
INSERT INTO CUSTOMERS VALUES (28587302324252,1482,'Dego',1126);
INSERT INTO CUSTOMERS VALUES (28587302329873,1483,'Zhang',462);
INSERT INTO CUSTOMERS VALUES (28587302332468,1484,'He',356);
INSERT INTO CUSTOMERS VALUES (28587302332849,1485,'Diori',1266);
INSERT INTO CUSTOMERS VALUES (28587302332979,1486,'Wu',351);
INSERT INTO CUSTOMERS VALUES (30786325581279,1487,'Wang',411);
INSERT INTO CUSTOMERS VALUES (30786325582289,1488,'Bakar',1207);
INSERT INTO CUSTOMERS VALUES (30786325582696,1489,'Jong',1252);
INSERT INTO CUSTOMERS VALUES (30786325583423,1490,'Omar',952);
INSERT INTO CUSTOMERS VALUES (30786325587367,1491,'Park',1334);
INSERT INTO CUSTOMERS VALUES (30786325588023,1492,'Li',437);
INSERT INTO CUSTOMERS VALUES (32985348835729,1493,'Zaleski',1282);
INSERT INTO CUSTOMERS VALUES (32985348838163,1494,'Souza',586);
INSERT INTO CUSTOMERS VALUES (32985348839493,1495,'Fayed',1105);
INSERT INTO CUSTOMERS VALUES (32985348840406,1496,'Nascimento',578);
INSERT INTO CUSTOMERS VALUES (32985348843941,1497,'Blanc',1134);
INSERT INTO CUSTOMERS VALUES (1311,1498,'Alva',1273);
INSERT INTO CUSTOMERS VALUES (1668,1499,'Djibo',1266);
INSERT INTO CUSTOMERS VALUES (2280,1500,'Zhang',503);
INSERT INTO CUSTOMERS VALUES (2523,1501,'Brown',1025);
INSERT INTO CUSTOMERS VALUES (6286,1502,'Muller',603);
INSERT INTO CUSTOMERS VALUES (7908,1503,'Yang',489);
INSERT INTO CUSTOMERS VALUES (8483,1504,'Loan',942);
INSERT INTO CUSTOMERS VALUES (2199023255978,1505,'Reyes',805);
INSERT INTO CUSTOMERS VALUES (2199023257907,1506,'Saibou',1266);
INSERT INTO CUSTOMERS VALUES (2199023259258,1507,'Ahmed',782);
INSERT INTO CUSTOMERS VALUES (2199023260550,1508,'Zhang',450);
INSERT INTO CUSTOMERS VALUES (2199023261444,1509,'Mettacara',1016);
INSERT INTO CUSTOMERS VALUES (2199023263814,1510,'Brown',911);
INSERT INTO CUSTOMERS VALUES (2199023263908,1511,'Wattansin',1385);
INSERT INTO CUSTOMERS VALUES (2199023264355,1512,'Escobar',1069);
INSERT INTO CUSTOMERS VALUES (2199023264409,1513,'Chau',1032);
INSERT INTO CUSTOMERS VALUES (4398046513514,1514,'Becker',625);
INSERT INTO CUSTOMERS VALUES (4398046515508,1515,'Alvarez',737);
INSERT INTO CUSTOMERS VALUES (4398046520664,1516,'Nagy',1151);
INSERT INTO CUSTOMERS VALUES (6597069770981,1517,'Popescu',1308);
INSERT INTO CUSTOMERS VALUES (6597069771360,1518,'Goenka',1011);
INSERT INTO CUSTOMERS VALUES (6597069774998,1519,'Khan',785);
INSERT INTO CUSTOMERS VALUES (6597069777596,1520,'Sumac',1273);
INSERT INTO CUSTOMERS VALUES (6597069777603,1521,'Doe',527);
INSERT INTO CUSTOMERS VALUES (8796093022606,1522,'Ferrer',968);
INSERT INTO CUSTOMERS VALUES (8796093024771,1523,'Bona',1047);
INSERT INTO CUSTOMERS VALUES (8796093025739,1524,'Zhang',489);
INSERT INTO CUSTOMERS VALUES (8796093027875,1525,'Chen',320);
INSERT INTO CUSTOMERS VALUES (8796093027879,1526,'Li',325);
INSERT INTO CUSTOMERS VALUES (8796093028243,1527,'Brown',883);
INSERT INTO CUSTOMERS VALUES (8796093030178,1528,'Wu',1304);
INSERT INTO CUSTOMERS VALUES (8796093031387,1529,'Lesmana',668);
INSERT INTO CUSTOMERS VALUES (10995116279823,1530,'Ivanov',865);
INSERT INTO CUSTOMERS VALUES (10995116280391,1531,'Hussain',775);
INSERT INTO CUSTOMERS VALUES (10995116281312,1532,'Yang',350);
INSERT INTO CUSTOMERS VALUES (10995116286701,1533,'Nguyen',936);
INSERT INTO CUSTOMERS VALUES (10995116288341,1534,'Dawlat',552);
INSERT INTO CUSTOMERS VALUES (13194139535791,1535,'Yang',407);
INSERT INTO CUSTOMERS VALUES (13194139536239,1536,'Herzigová',1087);
INSERT INTO CUSTOMERS VALUES (13194139540215,1537,'Lopez',977);
INSERT INTO CUSTOMERS VALUES (13194139541412,1538,'Yang',493);
INSERT INTO CUSTOMERS VALUES (15393162790906,1539,'Zhao',457);
INSERT INTO CUSTOMERS VALUES (15393162792961,1540,'Charoenpura',1383);
INSERT INTO CUSTOMERS VALUES (15393162794808,1541,'Arbelaez',1065);
INSERT INTO CUSTOMERS VALUES (15393162795765,1542,'He',373);
INSERT INTO CUSTOMERS VALUES (15393162796864,1543,'Ribeiro',586);
INSERT INTO CUSTOMERS VALUES (15393162798620,1544,'Matsudaira',706);
INSERT INTO CUSTOMERS VALUES (15393162799402,1545,'Chung',1374);
INSERT INTO CUSTOMERS VALUES (17592186047086,1546,'Wang',490);
INSERT INTO CUSTOMERS VALUES (17592186047196,1547,'Linchuk',997);
INSERT INTO CUSTOMERS VALUES (17592186050407,1548,'Oliveira',561);
INSERT INTO CUSTOMERS VALUES (17592186051461,1549,'Golovin',836);
INSERT INTO CUSTOMERS VALUES (17592186052323,1550,'Chen',462);
INSERT INTO CUSTOMERS VALUES (17592186052438,1551,'Yang',323);
INSERT INTO CUSTOMERS VALUES (17592186054129,1552,'Smith',879);
INSERT INTO CUSTOMERS VALUES (17592186054829,1553,'Wang',363);
INSERT INTO CUSTOMERS VALUES (17592186055039,1554,'Ivanov',842);
INSERT INTO CUSTOMERS VALUES (19791209301820,1555,'Alvarez',1070);
INSERT INTO CUSTOMERS VALUES (19791209303134,1556,'Li',478);
INSERT INTO CUSTOMERS VALUES (19791209303372,1557,'Charalabakis',1144);
INSERT INTO CUSTOMERS VALUES (19791209305066,1558,'Abouba',1260);
INSERT INTO CUSTOMERS VALUES (19791209306384,1559,'Russo',1170);
INSERT INTO CUSTOMERS VALUES (19791209306805,1560,'Alvarez',1073);
INSERT INTO CUSTOMERS VALUES (19791209307670,1561,'Ho',928);
INSERT INTO CUSTOMERS VALUES (19791209308000,1562,'Johnson',873);
INSERT INTO CUSTOMERS VALUES (19791209309702,1563,'Reyes',820);
INSERT INTO CUSTOMERS VALUES (21990232559196,1564,'Yamada',684);
INSERT INTO CUSTOMERS VALUES (21990232559822,1565,'Herath',1361);
INSERT INTO CUSTOMERS VALUES (21990232560273,1566,'Kamkar',1164);
INSERT INTO CUSTOMERS VALUES (21990232563587,1567,'Schmidt',628);
INSERT INTO CUSTOMERS VALUES (21990232564463,1568,'Popescu',1310);
INSERT INTO CUSTOMERS VALUES (21990232564691,1569,'Kim',1338);
INSERT INTO CUSTOMERS VALUES (24189255814970,1570,'Antonescu',1305);
INSERT INTO CUSTOMERS VALUES (24189255820613,1571,'Bologan',1226);
INSERT INTO CUSTOMERS VALUES (24189255821190,1572,'Diaz',816);
